id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
"9266700190","20150511T000000",245000,1,1,390,2000,"1",0,0,4,6,390,0,1920,0,"98103",47.6938,-122.347,1340,5100
"0745000005","20140825T000000",145000,1,0.75,480,9750,"1",0,0,2,4,480,0,1948,0,"98146",47.4982,-122.362,1550,9924
"7849202585","20140904T000000",170000,1,1,480,4560,"1",0,0,3,5,480,0,1922,0,"98065",47.5253,-121.826,890,4803
"2420069251","20150225T000000",262000,1,0.75,520,12981,"1",0,0,5,3,520,0,1920,0,"98022",47.2082,-121.995,1340,12233
"3702900165","20141104T000000",295000,1,1,520,5600,"1",0,0,3,6,520,0,1918,0,"98116",47.5579,-122.395,1030,5265
"1172000150","20140829T000000",238000,1,1,530,6350,"1",0,0,5,5,530,0,1941,0,"98103",47.6946,-122.357,1200,6350
"1925069006","20141203T000000",355000,1,0.75,530,33278,"1",0,2,4,4,530,0,1950,0,"98074",47.6412,-122.079,2830,14311
"2767603026","20150415T000000",425000,2,1,540,2500,"1",0,0,3,5,540,0,1905,0,"98107",47.6729,-122.383,1290,5000
"2114700500","20150418T000000",90000,1,1,560,4120,"1",0,0,3,4,560,0,1947,0,"98106",47.5335,-122.348,980,4120
"7211402105","20141126T000000",106000,1,1,560,5700,"1",0,0,3,5,560,0,1947,0,"98146",47.511,-122.359,1120,5000
"4364700165","20141124T000000",249900,2,1,560,7560,"1",0,0,3,6,560,0,1944,0,"98126",47.5271,-122.375,990,7560
"1423049019","20140523T000000",90000,2,1,580,7500,"1",0,0,3,5,580,0,1943,0,"98178",47.4852,-122.251,1700,11250
"7129304375","20140714T000000",202000,1,0.75,590,5650,"1",0,0,3,6,590,0,1944,0,"98118",47.5181,-122.267,980,5650
"7655900031","20150306T000000",240000,2,1,590,8717,"1",0,0,3,6,590,0,1953,0,"98133",47.7343,-122.335,1370,6760
"0179000100","20140826T000000",174000,2,1,600,4854,"1",0,0,5,6,600,0,1922,0,"98168",47.4927,-122.28,1470,5000
"1446401190","20150317T000000",175000,2,1,620,6600,"1",0,0,3,6,620,0,1963,0,"98168",47.4862,-122.33,1050,6600
"1900000035","20150505T000000",212000,1,1,620,7620,"1",0,0,3,6,620,0,1926,0,"98166",47.4697,-122.349,1160,7620
"8132700185","20150416T000000",425000,2,1,620,4455,"1",0,0,3,6,620,0,1927,0,"98117",47.6877,-122.395,1180,5000
"1180003090","20140906T000000",190000,2,1,630,6000,"1",0,0,3,6,630,0,1943,2005,"98178",47.4973,-122.221,1470,6840
"6638900550","20150407T000000",396000,1,1,630,5150,"1",0,0,4,5,630,0,1954,0,"98117",47.6923,-122.369,1390,5150
"2722059292","20140604T000000",129000,1,1,650,15364,"1",0,0,4,5,650,0,1967,0,"98042",47.3721,-122.159,1630,7952
"1596600060","20150501T000000",250000,1,1,660,2600,"1",0,0,3,6,660,0,1919,0,"98144",47.5723,-122.304,1560,5445
"7899800450","20140828T000000",107000,2,1,670,4720,"1",0,0,4,6,670,0,1948,0,"98106",47.5243,-122.358,1480,4720
"1545807810","20141021T000000",118000,1,1,670,7957,"1",0,0,4,6,670,0,1978,0,"98038",47.3594,-122.056,1600,7957
"6911700066","20140604T000000",175000,2,1,670,2378,"1",0,0,3,5,670,0,1919,0,"98126",47.5769,-122.372,700,2970
"7454000990","20140924T000000",304950,2,1,670,6720,"1",0,0,5,6,670,0,1942,0,"98126",47.5151,-122.372,710,6720
"9269200520","20141016T000000",310000,1,1,670,4920,"1",0,0,3,5,670,0,1920,0,"98126",47.5342,-122.373,1050,4920
"3980300020","20150310T000000",340000,3,1,670,23522,"1",0,0,4,6,670,0,1968,0,"98024",47.5329,-121.89,1880,20270
"5249802424","20150417T000000",415000,2,1,670,6000,"1",0,0,5,6,670,0,1949,0,"98118",47.561,-122.275,1240,5040
"1972201161","20150323T000000",435000,1,1,670,1800,"1",0,0,5,6,670,0,1905,0,"98103",47.654,-122.35,1330,3360
"1250200345","20141024T000000",230000,3,1,680,2400,"1",0,0,4,6,680,0,1903,0,"98144",47.5982,-122.299,1470,3600
"9126101201","20140916T000000",365000,2,1,680,4800,"1",0,0,3,6,680,0,1917,0,"98122",47.6084,-122.304,1610,4800
"7934000090","20150225T000000",340000,2,1,690,5200,"1",0,0,3,6,690,0,1918,0,"98136",47.556,-122.395,1380,5700
"1523049188","20150430T000000",84000,2,1,700,20130,"1",0,0,3,6,700,0,1949,0,"98168",47.4752,-122.271,1490,18630
"3352402250","20141021T000000",119900,2,1,700,3180,"1",0,0,3,6,480,220,1951,0,"98178",47.4976,-122.262,1760,6360
"0402000260","20150211T000000",190000,2,1,700,9500,"1",0,0,3,6,700,0,1951,0,"98118",47.5294,-122.276,1020,5617
"7231600098","20141014T000000",225000,2,1,700,6000,"1",0,0,3,6,700,0,1943,0,"98055",47.4671,-122.212,1320,6000
"9828200460","20140627T000000",260000,2,1,700,4800,"1",0,0,3,7,700,0,1922,0,"98122",47.6147,-122.3,1440,4800
"7891600165","20140627T000000",295000,1,1,700,2500,"1",0,0,4,7,700,0,1907,0,"98106",47.5662,-122.364,1340,5000
"3797001920","20140702T000000",310000,2,1,700,3000,"1",0,0,4,6,700,0,1918,0,"98103",47.6846,-122.346,1560,4500
"0886000090","20150302T000000",395000,2,1,700,7457,"1",0,0,3,6,700,0,1943,0,"98108",47.5348,-122.295,1500,7130
"5100403636","20150223T000000",400000,2,1,700,8120,"1",0,0,3,7,700,0,1927,0,"98115",47.6962,-122.321,1130,5599
"1926049141","20141010T000000",403500,1,1,700,5621,"1",0,0,4,6,700,0,1945,0,"98133",47.734,-122.353,1020,5621
"7518505040","20150330T000000",415000,1,1,700,2550,"1",0,0,3,6,700,0,1954,0,"98117",47.6783,-122.383,1330,4110
"9828200460","20150106T000000",430000,2,1,700,4800,"1",0,0,3,7,700,0,1922,0,"98122",47.6147,-122.3,1440,4800
"4337600005","20150203T000000",153000,2,1,710,9000,"1",0,0,5,6,710,0,1943,0,"98166",47.4811,-122.339,1230,9000
"8018600980","20141203T000000",187250,2,1,710,14700,"1",0,0,5,6,710,0,1926,0,"98168",47.4939,-122.318,1320,14700
"7899800915","20150209T000000",216000,2,1,710,5120,"1",0,0,3,6,710,0,1918,0,"98106",47.5224,-122.357,1150,1252
"7689600630","20141106T000000",216500,2,1,710,6960,"1",0,0,4,6,710,0,1943,0,"98178",47.4886,-122.246,940,7680
"3298700305","20141229T000000",271000,2,1,710,4240,"1",0,0,4,6,710,0,1942,0,"98106",47.5226,-122.351,850,5200
"7454000875","20150406T000000",299000,2,1,710,6732,"1",0,0,5,6,710,0,1942,0,"98126",47.5151,-122.372,710,6720
"2025049203","20140610T000000",399950,2,1,710,1157,"2",0,0,4,7,710,0,1943,0,"98102",47.6413,-122.329,1370,1173
"7116000425","20141125T000000",150000,2,1,720,4120,"1",0,0,5,5,720,0,1915,0,"98002",47.303,-122.217,940,6180
"7227500830","20140528T000000",151000,2,1,720,4222,"1",0,0,4,5,720,0,1942,0,"98056",47.4965,-122.186,860,4785
"7883607645","20140602T000000",155000,1,1,720,6000,"1",0,0,3,6,720,0,1940,0,"98108",47.5266,-122.316,1040,6000
"7899800890","20150226T000000",181000,2,1.5,720,5120,"1",0,0,3,6,720,0,1954,0,"98106",47.5218,-122.357,1150,2566
"7135300275","20140904T000000",185000,1,1,720,5000,"1",0,0,4,6,720,0,1908,0,"98118",47.5289,-122.272,1170,5000
"1105000296","20141229T000000",230000,2,1,720,5913,"1",0,0,3,6,720,0,1920,0,"98118",47.5447,-122.27,1560,6600
"1997200060","20140908T000000",270000,1,1,720,5196,"1",0,0,3,7,720,0,1911,0,"98103",47.6928,-122.337,1580,5762
"0626049091","20140627T000000",275500,2,1,720,11400,"1",0,0,5,6,720,0,1951,0,"98133",47.7641,-122.341,1690,8075
"2112700895","20150326T000000",276000,2,1,720,4000,"1",0,0,3,6,720,0,1918,0,"98106",47.5346,-122.353,1630,4000
"7452500285","20140811T000000",280000,2,1,720,5000,"1",0,0,5,6,720,0,1951,0,"98126",47.5195,-122.374,810,5000
"4229900140","20141006T000000",310000,2,1,720,5750,"1",0,0,2,6,720,0,1943,0,"98136",47.5535,-122.393,980,6125
"9269200650","20141027T000000",314000,2,1,720,4920,"1",0,0,3,6,720,0,1941,0,"98126",47.5352,-122.371,670,4920
"1454100010","20150202T000000",338500,2,1,720,6050,"1",0,0,2,5,720,0,1951,0,"98125",47.7259,-122.29,1480,7280
"3488300085","20140919T000000",435000,2,1,720,5600,"1",0,0,4,7,720,0,1920,0,"98116",47.5641,-122.391,1330,5600
"3028200080","20150324T000000",81000,2,1,730,9975,"1",0,0,1,5,730,0,1943,0,"98168",47.4808,-122.315,860,9000
"7889600230","20141017T000000",114000,2,1,730,5200,"1",0,0,3,6,730,0,1928,0,"98146",47.4943,-122.337,1220,6240
"8122100650","20140731T000000",316000,2,1,730,5040,"1",0,0,3,6,730,0,1927,0,"98126",47.5387,-122.374,790,5040
"1523300140","20140904T000000",325000,1,1,730,1942,"1",0,0,3,7,730,0,2009,0,"98144",47.5943,-122.299,1020,2044
"7550800916","20140602T000000",395000,1,1,730,3000,"1",0,0,3,7,730,0,1911,0,"98107",47.6741,-122.396,1520,5000
"1025039168","20140923T000000",290000,1,0.75,740,1284,"1",0,0,4,6,740,0,1928,0,"98107",47.6741,-122.406,1430,3988
"6150700169","20140609T000000",304700,2,1,740,5995,"1",0,0,4,7,740,0,1949,0,"98133",47.7291,-122.337,1140,5995
"4365200425","20140624T000000",350000,2,1,740,7680,"1",0,0,4,6,740,0,1922,0,"98126",47.5245,-122.371,1080,7680
"2475900840","20150427T000000",258000,2,1,750,7000,"1",0,0,3,6,750,0,1932,0,"98024",47.5655,-121.89,1100,8777
"3330500925","20150224T000000",258305,2,1.5,750,2964,"1",0,0,5,5,750,0,1919,0,"98118",47.5518,-122.277,1350,3090
"3294700310","20140902T000000",261000,2,1,750,8125,"1",0,0,4,6,750,0,1943,0,"98055",47.4727,-122.198,1340,8750
"1211000280","20150504T000000",295000,2,1,750,4500,"1",0,0,3,6,750,0,1945,0,"98122",47.607,-122.297,1540,4000
"6170900190","20140819T000000",325000,2,1,750,5534,"1",0,0,3,7,750,0,1947,0,"98177",47.7017,-122.36,1050,5534
"1529300135","20141014T000000",338000,2,1,750,6439,"1",0,0,4,6,750,0,1934,0,"98103",47.6995,-122.354,1470,6374
"3468800310","20150113T000000",425000,2,1,750,4000,"1",0,0,2,6,750,0,1933,0,"98108",47.54,-122.32,1160,4000
"3760500240","20150512T000000",435000,2,0.75,750,16321,"1",0,1,3,4,750,0,1936,0,"98034",47.6985,-122.229,3020,10625
