id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
"6896300380","20141002T000000",228000,0,1,390,5900,"1",0,0,2,4,390,0,1953,0,"98118",47.526,-122.261,2170,6000
"6303400395","20150130T000000",325000,1,0.75,410,8636,"1",0,0,2,4,410,0,1953,0,"98146",47.5077,-122.357,1190,8636
"4322200105","20150331T000000",229050,1,1,420,3298,"1",0,0,4,4,420,0,1949,0,"98136",47.5375,-122.391,1460,4975
"7549801385","20140612T000000",280000,1,0.75,420,6720,"1",0,0,3,5,420,0,1922,0,"98108",47.552,-122.311,1420,6720
"3523029041","20141009T000000",290000,2,0.75,440,8313,"1",1,3,4,5,440,0,1943,0,"98070",47.4339,-122.512,880,26289
"7588700177","20150420T000000",310000,1,0.75,520,2885,"1",0,0,4,6,520,0,1947,0,"98117",47.6886,-122.378,980,4241
"0126039305","20141013T000000",345000,1,1,540,10125,"1",0,0,3,5,540,0,1961,0,"98177",47.7739,-122.358,1840,10125
"2922703235","20141119T000000",290000,1,1,550,5700,"1",0,0,2,6,550,0,1916,0,"98117",47.6846,-122.366,1100,4560
"3223039010","20140804T000000",260000,2,1,570,81893,"1",0,1,3,6,570,0,1936,0,"98070",47.4433,-122.444,2040,115434
"4364700805","20141015T000000",315000,1,1,580,7200,"1",0,0,3,6,580,0,2000,0,"98126",47.5249,-122.373,1360,7560
"6840700165","20140701T000000",202000,1,1,590,833,"1",0,0,4,7,590,0,1926,0,"98122",47.6082,-122.299,780,1617
"3361400980","20150512T000000",135000,2,1,600,6120,"1",0,0,3,5,600,0,1943,1989,"98168",47.5,-122.317,1090,6120
"3163600015","20150128T000000",156000,2,1,600,4000,"1",0,0,3,5,600,0,1933,0,"98146",47.5065,-122.339,1290,6973
"1352300990","20140826T000000",126000,1,1,610,4400,"1",0,0,3,5,610,0,1922,0,"98055",47.4865,-122.197,1090,4930
"7625703637","20140828T000000",286000,2,1,610,4000,"1",0,0,4,6,610,0,1918,0,"98136",47.5469,-122.391,870,5160
"7818700480","20150409T000000",314200,1,1,610,6000,"1",0,0,4,5,610,0,1918,0,"98117",47.6911,-122.367,970,5000
"8150100240","20150218T000000",265000,2,1,620,4760,"1",0,0,3,6,620,0,1941,0,"98126",47.5286,-122.376,620,4760
"7663700531","20150106T000000",325000,2,1,620,14823,"1",0,0,3,6,620,0,1926,0,"98125",47.7322,-122.3,1400,7930
"9834201205","20150304T000000",385000,1,1,620,5100,"1",0,0,3,6,620,0,1954,0,"98144",47.5699,-122.287,1540,2676
"2853600155","20140915T000000",110000,1,1,640,10280,"1",0,0,2,5,640,0,1920,0,"98126",47.5144,-122.368,1090,9000
"2877101340","20150318T000000",426000,2,1,640,2500,"1",0,0,4,6,640,0,1918,0,"98117",47.6776,-122.361,1460,4200
"6150200435","20140513T000000",230000,2,0.75,650,5360,"1",0,0,4,5,650,0,1931,0,"98133",47.7281,-122.335,1110,6700
"7950302150","20150410T000000",385000,1,1,660,3570,"1",0,0,3,6,660,0,1906,0,"98118",47.5659,-122.284,1520,4080
