id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
"8658300340","20140523T000000",80000,1,0.75,430,5050,"1",0,0,2,4,430,0,1912,0,"98014",47.6499,-121.909,1200,7500
"1352300580","20141114T000000",247000,1,1,460,4120,"1",0,0,3,4,460,0,1937,0,"98055",47.4868,-122.199,990,4120
"1320069249","20141020T000000",192500,1,1,470,63737,"1",0,2,5,5,470,0,1924,0,"98022",47.2163,-121.984,1350,46762
"1437500015","20140709T000000",150000,3,0.75,490,38500,"1.5",0,0,4,5,490,0,1959,0,"98014",47.7112,-121.315,800,18297
"0859000110","20141002T000000",125000,1,1,500,7440,"1",0,0,1,5,500,0,1928,0,"98106",47.5252,-122.362,1350,7440
"1623049041","20140508T000000",82500,2,1,520,22334,"1",0,0,2,5,520,0,1951,0,"98168",47.4799,-122.296,1572,10570
"1773101530","20141218T000000",275000,1,1,520,4800,"1",0,0,3,5,520,0,1930,0,"98106",47.5533,-122.363,800,4960
"4391600065","20140814T000000",330000,2,0.75,520,6862,"1",0,0,4,4,520,0,1924,1980,"98010",47.326,-122.037,1170,8756
"6003000851","20140522T000000",353000,1,1,550,1279,"2",0,0,3,7,550,0,2008,0,"98122",47.616,-122.314,1460,1385
"7325600160","20140604T000000",299000,1,0.75,560,12120,"1",0,0,3,4,560,0,1967,0,"98014",47.675,-121.854,1300,19207
"1721801591","20150219T000000",89950,1,1,570,4080,"1",0,0,3,5,570,0,1942,0,"98146",47.5098,-122.334,890,5100
"1423049019","20150331T000000",220000,2,1,580,7500,"1",0,0,3,5,580,0,1943,0,"98178",47.4852,-122.251,1700,11250
"0461002551","20141004T000000",330600,1,1,580,1799,"1",0,0,3,7,580,0,1908,2005,"98117",47.6829,-122.375,1260,4000
"3812400202","20141114T000000",156000,2,1.75,590,6138,"1",0,0,2,5,590,0,1947,0,"98118",47.545,-122.278,1360,7112
"1773100765","20150429T000000",229000,1,1,600,3720,"1",0,0,3,6,600,0,1920,0,"98106",47.5558,-122.363,1480,4800
"1022049182","20150428T000000",175000,1,1,620,8685,"1",0,0,4,5,620,0,1976,0,"98198",47.4095,-122.29,1300,12150
"0123039336","20141208T000000",244900,1,1,620,8261,"1",0,0,3,5,620,0,1939,0,"98106",47.5138,-122.364,1180,8244
"2114700615","20140708T000000",148000,2,1,630,4200,"1",0,0,3,6,630,0,1930,0,"98106",47.5329,-122.348,970,4200
"0066000070","20150406T000000",315000,2,1,630,6550,"1",0,0,3,5,630,0,1918,0,"98126",47.5486,-122.38,1420,6550
"8807900236","20141219T000000",430000,1,1,630,1362,"1",0,0,3,7,630,0,1943,0,"98109",47.6342,-122.342,1090,1376
"9828701295","20140624T000000",295000,2,1,650,5400,"1",0,0,3,6,650,0,1950,0,"98122",47.6185,-122.295,1310,4906
"6146600170","20140703T000000",100000,2,0.75,660,5240,"1",0,0,4,4,660,0,1912,0,"98032",47.3881,-122.234,850,5080
"7891600260","20140618T000000",175000,2,1,660,5000,"1",0,0,3,6,660,0,1915,0,"98106",47.5664,-122.364,1000,5000
"1446401550","20150206T000000",225000,3,1,660,6600,"1",0,0,4,5,660,0,1940,0,"98168",47.4842,-122.33,1320,6600
"0418000010","20150422T000000",227450,2,1,660,6509,"1",0,0,4,5,660,0,1952,0,"98056",47.4938,-122.171,970,5713
"7454001075","20140618T000000",240000,2,1,670,10920,"1",0,0,3,6,670,0,1942,0,"98146",47.5128,-122.372,900,7425
"3644100072","20141107T000000",245000,2,1,670,2356,"1",0,0,5,6,670,0,1960,0,"98144",47.5918,-122.295,1220,1740
"7454000605","20140710T000000",279000,2,1,670,6300,"1",0,0,5,6,670,0,1942,0,"98126",47.5161,-122.374,760,6300
"8820903370","20141117T000000",348000,2,1,670,7312,"1",0,0,3,5,670,0,1942,0,"98125",47.7145,-122.285,860,8242
"2123049114","20140519T000000",110700,2,1,680,8064,"1",0,0,3,6,680,0,1941,0,"98188",47.469,-122.298,1340,10800
"0133000070","20140916T000000",179900,2,1,680,6400,"1",0,0,3,6,680,0,1943,0,"98168",47.5136,-122.316,1240,7800
"9524100196","20141117T000000",239000,2,1.5,680,772,"2",0,0,3,7,680,0,2005,0,"98103",47.695,-122.343,690,1059
"2915200210","20141205T000000",500000,2,1,680,5250,"1",0,0,4,6,680,0,1922,0,"98177",47.7013,-122.359,1620,5461
"1735800050","20150409T000000",142500,1,1,690,6825,"1",0,0,4,5,690,0,1917,0,"98002",47.3109,-122.225,1330,5381
"9524100207","20150130T000000",245000,2,1.5,690,1058,"2",0,0,3,7,690,0,2005,0,"98103",47.6951,-122.343,690,1058
"5550300205","20150413T000000",338000,2,1,690,6400,"1",0,0,3,6,690,0,1943,0,"98126",47.5287,-122.367,1000,6400
"0418000415","20150319T000000",191000,2,1,700,5000,"1",0,0,5,6,700,0,1952,0,"98056",47.4927,-122.172,1040,5200
"0421000215","20150416T000000",208000,2,1,700,5100,"1",0,0,4,5,700,0,1953,0,"98056",47.4957,-122.168,970,5811
"9325800005","20141201T000000",247500,2,1,700,6046,"1",0,0,3,6,700,0,1950,0,"98133",47.7172,-122.34,990,6790
"3410600015","20150406T000000",250000,2,0.75,700,16828,"1",0,0,4,6,700,0,1958,0,"98092",47.3009,-122.125,2010,29316
"6430500191","20141106T000000",315000,1,1,700,3876,"1",0,0,3,6,700,0,1910,0,"98103",47.6886,-122.352,1150,3952
"7625701935","20141013T000000",330000,2,1,700,4000,"1",0,0,3,6,700,0,1943,0,"98136",47.5487,-122.391,1060,6000
"7920100045","20140516T000000",350000,1,1,700,5100,"1",0,0,3,7,700,0,1942,0,"98115",47.679,-122.3,1010,5100
"4337600205","20141112T000000",129888,2,1,710,9900,"1",0,0,3,6,710,0,1943,0,"98166",47.479,-122.339,1070,9900
"3326079016","20150504T000000",190000,2,1,710,1164794,"1",0,0,2,5,710,0,1915,0,"98014",47.6888,-121.909,1680,16730
"7454000295","20150130T000000",245000,2,1,710,6322,"1",0,0,3,6,710,0,1942,0,"98126",47.5165,-122.376,740,6720
"6450301220","20140916T000000",264000,1,1,710,4725,"1",0,0,3,6,710,0,1939,0,"98133",47.7328,-122.34,900,5250
"8122101146","20140929T000000",320000,2,1,710,5200,"1",0,2,4,6,710,0,1942,0,"98126",47.5376,-122.371,1610,5200
"7452500190","20141016T000000",345000,3,1.75,710,5050,"1",0,0,4,6,710,0,1950,0,"98126",47.5194,-122.375,900,5050
"1930301540","20150223T000000",390000,1,1,710,4000,"1",0,0,4,6,610,100,1928,0,"98103",47.6562,-122.354,1440,4500
"2025049114","20140529T000000",402000,2,1,710,1173,"2",0,0,4,7,710,0,1943,0,"98102",47.6412,-122.329,1370,1173
"9828701745","20150123T000000",480000,2,1,710,4800,"1",0,0,2,6,710,0,1950,0,"98112",47.6212,-122.298,1480,1721
"3972300169","20141125T000000",195000,2,1,720,9520,"1",0,0,4,6,720,0,1947,0,"98155",47.7678,-122.316,1450,8612
"5126400230","20140524T000000",199000,2,1,720,7200,"1",0,0,5,6,720,0,1943,0,"98058",47.4763,-122.177,970,8027
"1901600095","20140626T000000",210000,2,1,720,8040,"1",0,0,3,6,720,0,1943,0,"98166",47.4662,-122.359,2300,9500
"4302200790","20140814T000000",248500,2,1,720,5160,"1",0,0,3,6,720,0,1949,0,"98106",47.5274,-122.357,990,5160
"3298700302","20141212T000000",287000,2,1.5,720,4346,"1",0,0,4,6,720,0,1942,0,"98106",47.5225,-122.351,790,4346
"6181700250","20150226T000000",350000,2,1,720,5820,"1",0,1,5,6,720,0,1950,0,"98028",47.7598,-122.255,952,5820
"0871000065","20141120T000000",419000,2,1,720,4592,"1",0,0,4,6,720,0,1943,0,"98199",47.6534,-122.404,1030,5816
"5694501195","20150511T000000",438600,1,1,720,2500,"1",0,0,3,7,720,0,1910,0,"98103",47.6597,-122.345,1520,3750
"3222049087","20150422T000000",570000,1,1,720,7540,"1",1,4,4,6,720,0,1905,0,"98198",47.3509,-122.323,1120,9736
"4438000165","20150420T000000",122000,2,1,730,6728,"1",0,0,3,6,730,0,1953,0,"98148",47.4275,-122.324,1170,7034
"3603000410","20141208T000000",174950,2,1,730,6000,"1",0,0,3,6,730,0,1950,1985,"98198",47.3832,-122.3,1750,7200
"7203601405","20150414T000000",217000,2,1,730,2400,"1",0,1,3,4,730,0,1934,0,"98198",47.35,-122.322,1220,4382
"7454000145","20150306T000000",122000,2,1,740,6840,"1",0,0,3,6,740,0,1942,0,"98126",47.5168,-122.373,740,6840
"0522059327","20140528T000000",157500,2,1,740,9003,"1",0,0,3,5,740,0,1949,0,"98031",47.4217,-122.197,1230,8050
"5147600105","20140721T000000",178500,2,1,740,6460,"1",0,0,3,6,740,0,1953,0,"98146",47.5077,-122.344,1170,6975
"3046200125","20150406T000000",202000,2,1,740,6550,"1",0,0,4,5,740,0,1946,0,"98168",47.4807,-122.332,1080,8515
"5379805120","20150424T000000",213000,2,1,740,7380,"1",0,0,4,6,740,0,1951,0,"98188",47.4481,-122.278,1500,10075
"8151600610","20140522T000000",235750,2,1,740,11250,"1",0,0,2,6,740,0,1938,0,"98146",47.5036,-122.362,1390,11250
